claim_id,policy_id,customer_id,claim_type,claim_date,claim_amount,status,settlement_date,settlement_amount,branch
5452ac37-9a91-4078-982d-30138f908f65,bb2565de-ede2-4f7d-91d8-213b60c9f0d5,d6d332cd-d6e5-4c00-b0ff-e3c791779318,Accident,2023-12-07,465367,Under Review,,,Jaipur Business Park
8985bcba-32b1-4587-87fc-5fbfaaeeaaa3,dc35830b-456e-4c84-a364-2325b5e892f3,b37c10c5-9cb7-42b8-84b0-b0ffc04e4d38,Own Damage,2025-01-09,60661,Approved,,,Kolkata Central
adff61c4-fa27-4e89-8b61-f78b59a51a17,f84812e9-e81c-4d3d-87d5-f11bc7c60272,79b0faba-7cb0-47bf-9eaf-37966dbeda0c,Third Party Damage,2025-05-20,58478,Settled,2025-06-10,53169.0,Lucknow City Center
0dff8fbf-2a79-4dfa-8a92-d798eada603f,0c23cbc6-3402-4995-b27c-9c2e61d7590f,bee1d9b6-d010-4f79-96b1-019a8e832fc2,Third Party Damage,2026-03-12,92744,Rejected,,,Chennai Marina
511d4b9b-387b-42a9-99fa-2cd48ea33a95,1cbaedf2-8287-4abc-ab9f-9b2bb777a9c6,cd8acdcd-4da3-4aee-b4a0-0106fc35c68d,Theft,2026-12-27,530000,Settled,2027-02-19,504750.0,Chennai Marina
bb0292ad-c01a-4249-a9e3-c0c21945afc6,9a2ce048-38aa-4ff7-badf-0feba4d83633,1c61edbb-e392-4970-b1b4-6d57d3eaf468,Third Party Damage,2023-10-11,67899,Under Review,,,Jaipur Business Park
514337e7-d360-47b8-8672-5ffbfe0cf52f,7f3a4203-e06f-43b4-a848-8c4b77d8fb45,5a5c2f1b-62f7-45cc-8b08-3d2db3ab2990,Own Damage,2023-11-14,81271,Settled,2023-12-03,80446.0,Bangalore Tech Park
fba89d42-51f6-4be4-9cfe-27101c94baf3,d015fb81-1857-4cd8-ac58-09d9e955cde4,eb8fdaed-b10d-43fe-b518-ffd926f7a9c8,Natural Disaster,2025-10-21,79425,Settled,2025-11-30,71694.0,Lucknow City Center
5d124161-a200-4e3a-b1e7-2df54988386d,60d02761-d1f6-46e8-946d-b0d0c2141515,5b37d91b-9976-41e6-a477-ef885ba46802,Accident,2025-07-25,51214,Approved,,,Ahmedabad Corporate
a5c42681-67ca-4c35-af53-d045595738fa,773f5b8c-f0fe-45b7-a1bf-db64bd02952f,3e8e6fae-e8b5-4403-adea-fecda1870a2e,Accident,2023-04-18,57990,Approved,,,Pune IT Park
435b9663-e1c1-4f97-a17f-c9448edc0bcc,5a1bcc8c-27f1-43c4-af08-a11488dd8292,2500c4d2-c250-4504-a87f-248879df52b5,Third Party Damage,2023-07-27,67785,Settled,2023-09-30,61036.0,Mumbai Central
f48424bd-d184-45ae-b2bd-ff9565a04c6f,91ba4b76-1e2d-4cbc-b3e3-2f25c78c80df,6ea05e6a-0c3d-438b-959b-9cef525de987,Accident,2025-06-12,108686,Settled,2025-07-15,102327.0,Delhi NCR
06269f3d-99c4-4949-bb2c-1d9fe47299aa,82851042-547d-42be-bcb0-5c24bd066164,d9a3ec46-da56-4c23-aff2-88a3026454e3,Accident,2024-05-25,110168,Settled,2024-06-09,103989.0,Ahmedabad Corporate
035dea79-bedf-4161-9479-5e1e310ed5cb,c98963f8-4c64-4c7e-a650-2245645a3b40,60e7fd42-b88f-4237-bd2e-031da099501b,Accident,2023-05-15,70000,Under Review,,,Pune IT Park
749c914b-86ff-4c11-bd16-e9e3a88ac8df,8176e905-4ede-4df5-b503-384ec75d6f92,17eb4d3a-4981-465b-8003-5d3087ee142a,Own Damage,2023-04-20,75144,Pending,,,Lucknow City Center
0a6c54a4-f7e5-4164-a7bf-0423fe0301cf,7bcd4051-98a5-4322-bd8b-5e120d24ea2e,13938dd9-0520-4bcc-bf84-4d69d1b1d19f,Accident,2025-08-11,103316,Settled,2025-10-03,100681.0,Jaipur Business Park
ffb138e4-5009-45ad-9cc0-a6d214d99c97,02ee4e35-7761-4336-8a08-12493b297f00,c524810e-61b8-4346-9d91-eaae90dcd924,Own Damage,2023-12-29,49652,Pending,,,Kolkata Central
52e02dae-22a8-45f2-bb99-87a331c0c535,302e84ff-029c-446f-b298-69096b6277d0,2594e02a-5568-4475-a222-7bbdcaf5eb29,Accident,2023-05-14,134097,Settled,2023-05-29,131054.0,Bangalore Tech Park
ac00b127-8bb3-45f2-b5ba-0a8b2b712816,7f1104fa-3ccc-4677-adc9-072ffb018829,16e56eea-e324-438e-ad5b-9c7f96ea220a,Third Party Damage,2025-09-14,22809,Under Review,,,Lucknow City Center
d3ecb23e-905e-4214-b3ca-de03b3fcf9c5,6adf4ad8-dcc0-469a-822d-6405834a791d,d9ed17fb-a5c7-4fb0-b7fb-95b6b0286931,Accident,2026-02-16,110660,Settled,2026-04-24,103273.0,Chennai Marina
ce91dafc-2167-499c-8b2d-dd6562957ef9,1b79baca-f472-4ae2-b68f-89d2effc7028,e539ddb6-aeb2-46c2-8a68-461a8fc2fb03,Natural Disaster,2025-01-11,239772,Pending,,,Kolkata Central
386544d7-2a94-4ebb-85fd-d1f70ca76a94,198758d8-328d-4e10-b9e8-88e1533f2bd6,74260a16-ec1a-44a0-a3e3-8b5b1188f6b6,Own Damage,2026-02-10,221650,Settled,2026-04-02,200845.0,Kolkata Central
b5f4741a-3a20-42b1-8edd-5c50f62f6b1d,f2d236d6-d4f1-4ea0-a149-bc34d852a72d,ba8cfd65-0cab-478e-999d-2e278c8b506f,Third Party Damage,2023-08-13,16555,Rejected,,,Hyderabad Hitech
7805a7d4-4b9f-43c8-9acf-a8fcfcd57036,2230952e-1e24-4254-b3f2-6dc0b15abc6d,b98f7758-f360-4aa2-8f9e-24ab1f298959,Accident,2024-12-30,856451,Settled,2025-03-29,856207.0,Bangalore Tech Park
52b63139-b840-4115-959f-1df00566741b,2e72d4bb-c76c-4522-b831-3e88b7ac9bc5,1401c9dc-c9d6-4507-9812-0d1b93cf3540,Own Damage,2023-10-18,57153,Settled,2023-12-19,56140.0,Ahmedabad Corporate
72744d0f-ab6d-486c-81d7-5c7b7ca81aba,89696717-6861-4c65-9bd1-4b48322ac646,b1118b5e-0c35-41a0-92f6-79ce7033cb07,Own Damage,2024-08-19,103186,Pending,,,Mumbai Central
4392d39a-ca65-4269-8160-938bb0aa42a5,3ef35267-db89-4b1b-ba39-4ffa29a310ec,e2c13459-d2f1-4ad8-aaea-6531650b5a94,Accident,2023-10-07,125723,Approved,,,Pune IT Park
3557c821-3bff-4f6f-ba4b-44ed4a08dcbc,e6ac89ed-10cb-4952-8943-c59741dd6def,c1cc907e-5d3b-4fc9-ad5d-50a28aa3f0cb,Natural Disaster,2026-01-12,206350,Under Review,,,Hyderabad Hitech
44ef9a20-1185-4072-a1fc-1af0706ffd25,c728e24a-46e4-4d70-a5e5-fb0bf151ef4d,5816a23d-d5b5-458c-b0f4-1e49a30b7b0b,Third Party Damage,2025-02-01,20686,Settled,2025-03-18,20681.0,Bangalore Tech Park
a97e9afc-bebe-48af-8999-1a0ab68a5fcc,14980580-b5df-45e5-9fbf-f6371b26a7d9,1bb6bc9f-bad5-420f-9734-72e226a1e7eb,Own Damage,2024-07-05,49858,Under Review,,,Lucknow City Center
29470ea4-438f-4e30-9c4b-5cd4a60de9c9,cad91c12-0b46-49a5-a4f9-a4b934a0f8b9,37d1f25e-4e59-4862-8768-0e4c4478578f,Third Party Damage,2024-09-13,10000,Under Review,,,Delhi NCR
6ac931e9-7f7b-4052-90ed-0b34322ebe4c,8c7797a2-1a67-45df-850d-fa1355aaa7d3,446878c6-5318-458e-abc4-40e13f4d90c8,Third Party Damage,2025-08-21,70561,Settled,2025-10-11,68371.0,Mumbai Central
35f6dccc-d340-46d7-8ed2-0bc706a2c884,eaf1c6c2-ef9a-4be3-8ffd-900b9bc8a7a6,7b36bd78-1c47-4aa4-8732-08cc6d5eb3e5,Accident,2024-07-04,200999,Pending,,,Chennai Marina
77d27457-ed05-420a-bead-1c44e0dd81c0,8bd1d9a1-0cc3-4790-9aba-f24b88cf7391,2500c4d2-c250-4504-a87f-248879df52b5,Accident,2024-06-30,85766,Pending,,,Mumbai Central
60136720-cd6e-4774-b6ab-8ee0ef77bd3c,aecf3e02-3c9c-4cab-bcf8-b8cf851d507d,455b351c-e70c-437d-a396-1b8ade5a4568,Own Damage,2025-08-23,90000,Pending,,,Lucknow City Center
c53739f2-c9c9-415f-a267-3fdd7f5d4baf,2adb7c44-e0ec-4fc3-9103-f5f1d1ac258a,7243b459-36ad-4ea0-b769-8f6e5827f34e,Own Damage,2024-07-10,171220,Pending,,,Ahmedabad Corporate
e193da0d-1b91-4641-80d8-88034b89269b,30a9a64a-46da-4ca9-97af-8109e0aa2ee5,da64dd6b-dfe0-4895-b70b-03443449697b,Theft,2025-10-23,20000,Settled,2025-11-21,19425.0,Hyderabad Hitech
19482cea-8eb2-4e44-98f2-4708b7a194e3,8ddb40e4-888c-499b-a9c6-3b792adc882f,7d594df1-6b71-438b-8e2c-23e12b73c374,Third Party Damage,2022-12-10,56928,Settled,2023-02-02,55209.0,Pune IT Park
7d42cf28-0f43-409c-a173-f0f62962845b,2ba382d4-56c8-4f76-88d9-669e6fe327f0,378dee67-1e61-4fb1-b78e-d01c83f714ae,Third Party Damage,2024-03-07,149845,Settled,2024-05-25,140894.0,Delhi NCR
a5a7663e-6cbc-4c73-a413-faa710868a93,c5f3b08e-b71b-4901-b2cf-4bad14cb57b2,6d4bdf87-f31c-42aa-b339-966ed9136d7c,Natural Disaster,2024-09-29,479340,Pending,,,Pune IT Park
94c93726-bde8-4389-864f-80477aa2709a,ceab4214-e7de-4313-80c2-8867b1ae10a5,abe7c421-add3-4f1c-9b62-8c2de2968938,Accident,2023-05-31,20000,Settled,2023-07-23,18098.0,Pune IT Park
07213c26-d0bf-4791-bda6-12c107feb9ce,243db067-df85-46bd-84c7-325c19b1d48a,8c05b2c3-a5fa-4191-8a49-339ff72239af,Own Damage,2022-10-23,162679,Settled,2022-11-22,147297.0,Kolkata Central
528d91ce-d741-4f3c-aab6-4927288c38b8,b7f04915-85f5-43b9-bf7c-9a05109f2e83,b8af33b3-a478-4fe3-8ebc-68437614e096,Accident,2024-03-19,86477,Under Review,,,Mumbai Central
80033cad-a3ab-4103-9c47-784f72701cab,f943aaf7-36c1-4507-8b2f-a6c11e4fcb31,06c7240f-6f88-4081-a9ef-9b93513530c0,Accident,2025-12-30,60000,Settled,2026-02-05,58531.0,Kolkata Central
ccc84871-9e47-4d73-802a-62b8ba68d3e4,19893acc-5f4d-4232-a353-20d062600ecb,b3ee8ae1-3e6d-4426-8a39-86ae5216b2b4,Accident,2023-08-27,144707,Settled,2023-09-26,132341.0,Pune IT Park
01576b06-9861-4d00-99e7-db881b69be50,7ea156af-9ed4-4795-b2e4-b897773a3ee8,17eb4d3a-4981-465b-8003-5d3087ee142a,Third Party Damage,2024-11-16,38533,Settled,2025-01-25,35942.0,Lucknow City Center
fa5e29f9-d663-4bb6-ab3d-a0f84a552d14,9e924655-806b-47a4-b1b4-0994c6fa1d76,e3147e4d-e190-455b-b4ca-14dd632c4c8a,Accident,2023-01-16,304639,Settled,2023-03-05,294162.0,Delhi NCR
400b6237-6ad8-4d3b-8acb-329fe2283207,041e52ca-687e-4935-b090-caf1dcbc4080,fa7717e2-eb21-4d15-93c2-3dda92929e1c,Own Damage,2025-06-14,40000,Settled,2025-07-08,39803.0,Pune IT Park
79eed0ad-2810-4d5d-979c-6430dc45f379,fec9f1ed-8854-4108-8ee9-87c3d01a0027,76a5d14d-54cb-4e58-af31-2d87bb0a9ca7,Third Party Damage,2024-11-24,20000,Settled,2025-01-19,19909.0,Jaipur Business Park
eb552b19-68dc-4576-b453-01f3d8ae0691,6dad0260-7f7b-4773-9896-2b5a5093afb7,2af8e7fd-e13f-4d87-a7e9-573a4f88c56a,Own Damage,2022-11-14,80000,Settled,2022-12-22,75835.0,Pune IT Park
ded5f117-98f9-41f8-ba72-2520f5c43169,2e2cc0f5-63be-475b-846f-d9c2806f938a,d558089e-df53-431f-99f3-1ccbf3174a10,Accident,2025-08-23,153412,Settled,2025-10-11,143069.0,Mumbai Central
095b54c0-05ed-469e-9a13-c457b9cb7ae2,f02a8564-9c6d-4dd8-8784-307b0fddfdc4,5816a23d-d5b5-458c-b0f4-1e49a30b7b0b,Accident,2023-02-28,116092,Settled,2023-05-19,105042.0,Bangalore Tech Park
476fd6c5-4713-470d-bc5a-7ca5e138cd83,b80b0eb5-6e9f-41c1-a0b6-e08d427a5d0d,904bdd1a-387d-4989-a718-45d5b85dd0c7,Third Party Damage,2023-12-16,40000,Settled,2024-02-24,37357.0,Lucknow City Center
24c1d94b-52bf-4dce-8b96-b0f6dff54aa7,0b43ff0e-a427-4b62-adb0-9b392dc7f592,b96df31f-ef50-4915-8e71-598c8ff9de4b,Accident,2023-07-06,196395,Settled,2023-07-25,188281.0,Bangalore Tech Park
cac533da-80c8-4c15-863e-4cc75bd709ab,6adf4ad8-dcc0-469a-822d-6405834a791d,d9ed17fb-a5c7-4fb0-b7fb-95b6b0286931,Accident,2025-05-04,196761,Under Review,,,Chennai Marina
af03c6c2-9b5e-4e7c-8e74-ebb4ab25af74,7f1104fa-3ccc-4677-adc9-072ffb018829,16e56eea-e324-438e-ad5b-9c7f96ea220a,Own Damage,2025-09-08,45435,Rejected,,,Lucknow City Center
4f355843-d88e-4c9a-92a0-8eeb33b9daf6,44ce2cc9-54da-4a19-b592-f85c3f54c2f3,de96ea88-6384-48f6-8164-30ba8413301d,Accident,2024-01-29,592421,Settled,2024-03-25,560355.0,Bangalore Tech Park
ffeb8ef8-adb2-4ca2-b966-e2dadf97b40d,ce59b970-6454-4fb5-b402-762de394951f,4a48271e-7c0e-4178-ae76-4dc4eff541be,Third Party Damage,2023-04-10,73162,Pending,,,Delhi NCR
9ad1c598-3b93-4f6c-815a-47f75f7b893d,0966e13e-9845-47bf-9997-9024f94b5297,fc54f395-ed68-46e3-876b-a9fceee3d57b,Own Damage,2024-08-24,40000,Settled,2024-11-22,38659.0,Mumbai Central
e1d709b1-e8dc-4b51-b764-6e618235dd51,31c515f1-cb3e-4a2e-a147-ebae9f84f140,efe082cd-4479-4031-9f83-63a51e36efac,Natural Disaster,2024-12-27,20000,Settled,2025-02-11,18170.0,Chennai Marina
7bb0f433-6713-4125-8df9-78c24c2356be,7e65ab76-e637-4089-ac80-feaeabe3a985,f3e46f37-0d8a-49b8-b82e-0d4773c41f5a,Third Party Damage,2024-10-17,12905,Under Review,,,Mumbai Central
